0	0
1	411161
2	747610
3	1013518
4	1279324
5	1534114
6	1787327
7	2030597
8	2270996
9	2507116
10	2740544
11	2973887
12	3205079
13	3434764
14	3663021
15	3886626
16	4110065
17	4331545
18	4547314
19	4762810
20	4977505
21	5189622
22	5399441
23	5606661
24	5813346
25	6019643
26	6223732
27	6427750
28	6631239
29	6833259
30	7034286
31	7235057
32	7434544
33	7631718
34	7826316
35	8019770
36	8213218
37	8406654
38	8599563
39	8788540
40	8976442
41	9164214
42	9348408
43	9532562
44	9715276
45	9897036
46	10078570
47	10258871
48	10439004
49	10617561
50	10796051
51	10974343
52	11152172
53	11328245
54	11504049
55	11678689
56	11852504
57	12026311
58	12200055
59	12373071
60	12545635
61	12717849
62	12890054
63	13061965
64	13233044
65	13402987
66	13571555
67	13739991
68	13907432
69	14073609
70	14239196
71	14404754
72	14570192
73	14735471
74	14900430
75	15064430
76	15228098
77	15391379
78	15554585
79	15717697
80	15880118
81	16042324
82	16204355
83	16366236
84	16528091
85	16689405
86	16849786
87	17010153
88	17170216
89	17330222
90	17489902
91	17649135
92	17807887
93	17965837
94	18123619
95	18281285
96	18438339
97	18594955
98	18751511
99	18907819
100	19063853
101	19219720
102	19374941
103	19529783
104	19684605
105	19839119
106	19993427
107	20147519
108	20301467
109	20455237
110	20608475
111	20760747
112	20912458
113	21063968
114	21214371
115	21364722
116	21514914
117	21664514
118	21813976
119	21963421
120	22112440
121	22261422
122	22410069
123	22558440
124	22706603
125	22853912
126	23001132
127	23147900
128	23294649
129	23441348
130	23587868
131	23734109
132	23879743
133	24025204
134	24170640
135	24315933
136	24461025
137	24606077
138	24750872
139	24895340
140	25039762
141	25184102
142	25327690
143	25471080
144	25613965
145	25756656
146	25899250
147	26041573
148	26183255
149	26324862
150	26466188
151	26607002
152	26747481
153	26887626
154	27027713
155	27167774
156	27307781
157	27447615
158	27587201
159	27726588
160	27865941
161	28004800
162	28143385
163	28281969
164	28420196
165	28558162
166	28695970
167	28833749
168	28971481
169	29109040
170	29246025
171	29382313
172	29518558
173	29654659
174	29790746
175	29926492
176	30062003
177	30197277
178	30332543
179	30467754
180	30602681
181	30737184
182	30871430
183	31005479
184	31139525
185	31273131
186	31406651
187	31540137
188	31673615
189	31806729
190	31939671
191	32072508
192	32205304
193	32336980
194	32468563
195	32599663
196	32730679
197	32861322
198	32991965
199	33122570
200	33252864
201	33383124
202	33513072
203	33642927
204	33772570
205	33901881
206	34030921
207	34159171
208	34287285
209	34415060
210	34542787
211	34670455
212	34798022
213	34925495
214	35052887
215	35180088
216	35307186
217	35434065
218	35560511
219	35686781
220	35813019
221	35939236
222	36065448
223	36191656
224	36317295
225	36442879
226	36568312
227	36693671
228	36818954
229	36944195
230	37069345
231	37194403
232	37319283
233	37444106
234	37568636
235	37693159
236	37817552
237	37941920
238	38066041
239	38190144
240	38314002
241	38437659
242	38561032
243	38684116
244	38807138
245	38930081
246	39053016
247	39175732
248	39298422
249	39421054
250	39543670
251	39665872
252	39788026
253	39910176
254	40032297
255	40154256
256	40276100
257	40397909
258	40519521
259	40640932
260	40762339
261	40883472
262	41004579
263	41125649
264	41246514
265	41367367
266	41488048
267	41608190
268	41728253
269	41848292
270	41968282
271	42088008
272	42207697
273	42327020
274	42446308
275	42565274
276	42683941
277	42802476
278	42921003
279	43039470
280	43157861
281	43276251
282	43394641
283	43512952
284	43630974
285	43748942
286	43866861
287	43984717
288	44102517
289	44220164
290	44337617
291	44455024
292	44572351
293	44689657
294	44806865
295	44923904
296	45040809
297	45157684
298	45274548
299	45391398
300	45507909
301	45624153
302	45740124
303	45856087
304	45971945
305	46087798
306	46203324
307	46318751
308	46434025
309	46549260
310	46664338
311	46779371
312	46894402
313	47009328
314	47124142
315	47238705
316	47353140
317	47467545
318	47581892
319	47696236
320	47810523
321	47924677
322	48038815
323	48152907
324	48266964
325	48380928
326	48494884
327	48608815
328	48722684
329	48836308
330	48949865
331	49063187
332	49176466
333	49289639
334	49402750
335	49515672
336	49628525
337	49741312
338	49854071
339	49966786
340	50079301
341	50191498
342	50303644
343	50415766
344	50527792
345	50639702
346	50751606
347	50863466
348	50975221
349	51086945
350	51198505
351	51309968
352	51421408
353	51532798
354	51644171
355	51755274
356	51866368
357	51977454
358	52088443
359	52199432
360	52310263
361	52420830
362	52531331
363	52641704
364	52752004
365	52862251
366	52972414
367	53082561
368	53192623
369	53302675
370	53412715
371	53522679
372	53632544
373	53742083
374	53851444
375	53960705
376	54069887
377	54179052
378	54288193
379	54397322
380	54506396
381	54615340
382	54724173
383	54832999
384	54941822
385	55050571
386	55159298
387	55267828
388	55376339
389	55484795
390	55593210
391	55701459
392	55809672
393	55917796
394	56025814
395	56133820
396	56241813
397	56349554
398	56457220
399	56564872
400	56672425
401	56779913
402	56887393
403	56994846
404	57102298
405	57209694
406	57317079
407	57424398
408	57531713
409	57638802
410	57745879
411	57852824
412	57959657
413	58066470
414	58173158
415	58279804
416	58386285
417	58492753
418	58599214
419	58705669
420	58812051
421	58918423
422	59024755
423	59130960
424	59237102
425	59343168
426	59449049
427	59554901
428	59660752
429	59766578
430	59872372
431	59978086
432	60083734
433	60189376
434	60294981
435	60400505
436	60505931
437	60611346
438	60716689
439	60822013
440	60927285
441	61032541
442	61137733
443	61242835
444	61347906
445	61452913
446	61557872
447	61662668
448	61767283
449	61871873
450	61976330
451	62080753
452	62185128
453	62289358
454	62393462
455	62497370
456	62601091
457	62704650
458	62808146
459	62911594
460	63014825
461	63118043
462	63221119
463	63324151
464	63427039
465	63529860
466	63632562
467	63735254
468	63837814
469	63940279
470	64042520
471	64144742
472	64246959
473	64348804
474	64450528
475	64552107
476	64653683
477	64755143
478	64856449
479	64957666
480	65058861
481	65159963
482	65261051
483	65362074
484	65463083
485	65564031
486	65664949
487	65765851
488	65866676
489	65967398
490	66068022
491	66168631
492	66269237
493	66369839
494	66470389
495	66570865
496	66671335
497	66771778
498	66871957
499	66972115
500	67072249
501	67172356
502	67272458
503	67372464
504	67472460
505	67572440
506	67672307
507	67772123
508	67871867
509	67971603
510	68071337
511	68170929
512	68270483
513	68370016
514	68469454
515	68568888
516	68668243
517	68767549
518	68866849
519	68966095
520	69065188
521	69164188
522	69263183
523	69362160
524	69461073
525	69559965
526	69658690
527	69757345
528	69855889
529	69954346
530	70052747
531	70151131
532	70249479
533	70347789
534	70445957
535	70544073
536	70642132
537	70739990
538	70837834
539	70935605
540	71033313
541	71130993
542	71228575
543	71326091
544	71423534
545	71520973
546	71618385
547	71715631
548	71812843
549	71910025
550	72007190
551	72104155
552	72201096
553	72297838
554	72394390
555	72490933
556	72587171
557	72683339
558	72779409
559	72875413
560	72971416
561	73067381
562	73163229
563	73259067
564	73354899
565	73450726
566	73546504
567	73642267
568	73738020
569	73833767
570	73929436
571	74025087
572	74120718
573	74216295
574	74311774
575	74407218
576	74502647
577	74598036
578	74693414
579	74788763
580	74884089
581	74979352
582	75074534
583	75169706
584	75264826
585	75359930
586	75455002
587	75550048
588	75644967
589	75739872
590	75834650
591	75929362
592	76023919
593	76118449
594	76212940
595	76307343
596	76401695
597	76496015
598	76590171
599	76684325
600	76778424
601	76872509
602	76966566
603	77060618
604	77154603
605	77248570
606	77342333
607	77436041
608	77529739
609	77623373
610	77716925
611	77810462
612	77903946
613	77997349
614	78090750
615	78184108
616	78277409
617	78370704
618	78463996
619	78557274
620	78650538
621	78743787
622	78837014
623	78930239
624	79023418
625	79116474
626	79209516
627	79302438
628	79395291
629	79488021
630	79580677
631	79673324
632	79765944
633	79858501
634	79950991
635	80043371
636	80135654
637	80227934
638	80320042
639	80412091
640	80504096
641	80596080
642	80688015
643	80779775
644	80871443
645	80963059
646	81054650
647	81146239
648	81237828
649	81329311
650	81420674
651	81511927
652	81603150
653	81694357
654	81785487
655	81876560
656	81967630
657	82058698
658	82149759
659	82240783
660	82331787
661	82422520
662	82513206
663	82603809
664	82694366
665	82784891
